session,params,fit,nb_mean,nb_min,robust,n,tpd,R,R_trade,pfR,t,R_h1,R_h2,maxDD
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""std"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 40.0, ""big_tp"": 115.0, ""std_sl"": 35.0, ""std_tp"": 35.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 125.0, ""min_bos"": 15.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",3.101,2.75,-1.0,2.75,446,1.27,101.11,0.2267,1.431,3.101,77.97,23.14,-16.99
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 15.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 40.0, ""min_bos"": 10.0, ""disp_pts"": 20.0, ""stack_gap"": 15.0}",3.098,2.574,-1.0,2.574,233,0.66,115.27,0.4947,1.693,3.098,58.72,56.54,-12.97
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""std"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 15.0, ""std_tp"": 42.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",3.096,2.803,-1.0,2.803,336,0.95,132.39,0.394,1.536,3.096,97.37,35.02,-23.74
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 20.0, ""std_tp"": 42.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 20.0, ""disp_pts"": 20.0, ""stack_gap"": 15.0}",3.091,3.03,2.679,3.03,241,0.68,150.59,0.6248,1.825,3.091,85.4,65.19,-12.93
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 80.0, ""std_sl"": 35.0, ""std_tp"": 30.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 125.0, ""min_bos"": 10.0, ""disp_pts"": 30.0, ""stack_gap"": 20.0}",3.091,2.83,-1.0,2.83,260,0.74,94.89,0.3649,1.57,3.091,46.62,48.27,-11.4
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 25.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 200.0, ""min_bos"": 0.0, ""disp_pts"": 25.0, ""stack_gap"": 15.0}",3.088,3.104,2.871,3.088,241,0.68,107.59,0.4464,1.626,3.088,61.25,46.34,-10.78
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 30.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 150.0, ""min_bos"": 20.0, ""disp_pts"": 25.0, ""stack_gap"": 15.0}",3.087,2.829,-1.0,2.829,241,0.68,127.09,0.5274,1.788,3.087,81.01,46.09,-12.57
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 42.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 100.0, ""min_bos"": 10.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",3.085,2.507,-1.0,2.507,306,0.87,133.6,0.4366,1.585,3.085,73.66,59.95,-15.84
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 60.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 25.0, ""stack_gap"": 20.0}",3.082,2.569,-1.0,2.569,285,0.81,103.02,0.3615,1.564,3.082,76.2,26.81,-16.33
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""run"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 100.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",3.081,2.327,-1.0,2.327,277,0.79,117.09,0.4227,1.595,3.081,76.4,40.69,-12.87
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""std"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 150.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",3.08,2.79,-1.0,2.79,383,1.09,154.83,0.4043,1.575,3.08,103.16,51.67,-25.54
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 35.0, ""leg_gap"": 25.0, ""leg_sl"": 35.0, ""leg_tp"": 60.0, ""min_fv"": 60.0, ""min_bos"": 0.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",3.08,2.777,-1.0,2.777,279,0.79,117.29,0.4204,1.588,3.08,76.1,41.19,-16.41
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 60.0, ""min_fv"": 150.0, ""min_bos"": 15.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",3.079,3.077,2.763,3.077,232,0.66,106.05,0.4571,1.653,3.079,63.75,42.31,-9.75
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 40.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 42.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 60.0, ""min_fv"": 100.0, ""min_bos"": 15.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",3.079,2.524,-1.0,2.524,299,0.85,99.14,0.3316,1.531,3.079,59.87,39.27,-14.12
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 50.0, ""leg_gap"": 25.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 40.0, ""min_bos"": 20.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",3.076,2.689,-1.0,2.689,315,0.89,118.82,0.3772,1.539,3.076,77.7,41.12,-18.06
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 0, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 80.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",3.075,2.389,-1.0,2.389,375,1.07,134.26,0.358,1.519,3.075,78.17,56.08,-19.11
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 20.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 90.0, ""min_fv"": 150.0, ""min_bos"": 0.0, ""disp_pts"": 30.0, ""stack_gap"": 20.0}",3.074,2.789,-1.0,2.789,306,0.87,136.38,0.4457,1.593,3.074,67.31,69.08,-19.52
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 35.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 60.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",3.074,2.765,-1.0,2.765,285,0.81,122.84,0.431,1.604,3.074,86.19,36.65,-18.94
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""std"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",3.073,3.023,2.783,3.023,389,1.11,144.75,0.3721,1.547,3.073,87.01,57.75,-20.77
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 50.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 60.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 125.0, ""min_bos"": 10.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",3.073,2.809,-1.0,2.809,302,0.86,95.22,0.3153,1.56,3.073,51.27,43.95,-9.73
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""mixed"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 40.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 150.0, ""min_bos"": 20.0, ""disp_pts"": 20.0, ""stack_gap"": 15.0}",3.072,2.411,-1.0,2.411,351,1.0,111.57,0.3179,1.526,3.072,87.51,24.07,-14.98
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""std"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 35.0, ""std_tp"": 50.0, ""leg_gap"": 25.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 5.0, ""disp_pts"": 25.0, ""stack_gap"": 15.0}",3.072,2.468,-1.0,2.468,476,1.35,117.67,0.2472,1.389,3.072,90.73,26.94,-15.28
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 35.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 200.0, ""min_bos"": 10.0, ""disp_pts"": 30.0, ""stack_gap"": 20.0}",3.07,2.39,-1.0,2.39,307,0.87,108.07,0.352,1.538,3.07,81.44,26.64,-20.43
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 20.0, ""std_tp"": 60.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",3.07,2.814,-1.0,2.814,331,0.94,123.2,0.3722,1.535,3.07,74.07,49.13,-19.61
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 40.0, ""big_tp"": 100.0, ""std_sl"": 20.0, ""std_tp"": 60.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 150.0, ""min_bos"": 5.0, ""disp_pts"": 25.0, ""stack_gap"": 10.0}",3.07,2.427,-1.0,2.427,293,0.83,95.96,0.3275,1.537,3.07,62.93,33.03,-9.91
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 150.0, ""std_sl"": 30.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 25.0, ""stack_gap"": 10.0}",3.068,2.692,-1.0,2.692,270,0.77,130.85,0.4846,1.687,3.068,67.76,63.09,-14.19
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 35.0, ""big_tp"": 150.0, ""std_sl"": 35.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 200.0, ""min_bos"": 10.0, ""disp_pts"": 30.0, ""stack_gap"": 20.0}",3.068,2.493,-1.0,2.493,254,0.72,109.94,0.4328,1.685,3.068,76.37,33.57,-13.63
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 20.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 40.0, ""min_bos"": 5.0, ""disp_pts"": 25.0, ""stack_gap"": 10.0}",3.067,2.544,-1.0,2.544,268,0.76,140.49,0.5242,1.678,3.067,60.04,80.45,-15.94
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 35.0, ""std_tp"": 60.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 40.0, ""min_bos"": 0.0, ""disp_pts"": 25.0, ""stack_gap"": 10.0}",3.066,2.802,-1.0,2.802,336,0.95,135.13,0.4022,1.577,3.066,82.07,53.05,-18.59
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 35.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 10.0, ""disp_pts"": 25.0, ""stack_gap"": 20.0}",3.065,2.521,-1.0,2.521,260,0.74,101.62,0.3908,1.581,3.065,67.97,33.65,-11.74
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 15.0, ""std_tp"": 35.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 60.0, ""min_fv"": 125.0, ""min_bos"": 10.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",3.064,2.52,-1.0,2.52,256,0.73,130.91,0.5114,1.718,3.064,63.44,67.47,-13.91
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 35.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 140.0, ""min_fv"": 40.0, ""min_bos"": 15.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",3.064,2.726,-1.0,2.726,287,0.82,129.47,0.4511,1.602,3.064,80.13,49.35,-15.39
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 60.0, ""min_fv"": 125.0, ""min_bos"": 15.0, ""disp_pts"": 20.0, ""stack_gap"": 20.0}",3.062,2.567,-1.0,2.567,289,0.82,107.01,0.3703,1.54,3.062,69.43,37.58,-16.48
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""mixed"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 25.0, ""big_sl"": 30.0, ""big_tp"": 150.0, ""std_sl"": 15.0, ""std_tp"": 60.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 10.0, ""disp_pts"": 20.0, ""stack_gap"": 15.0}",3.057,2.712,-1.0,2.712,337,0.96,137.5,0.408,1.579,3.057,95.68,41.82,-23.78
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 35.0, ""big_tp"": 80.0, ""std_sl"": 15.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 60.0, ""min_fv"": 125.0, ""min_bos"": 10.0, ""disp_pts"": 20.0, ""stack_gap"": 10.0}",3.056,2.764,-1.0,2.764,253,0.72,81.88,0.3236,1.544,3.056,42.91,38.97,-10.74
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""run"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 30.0, ""leg_gap"": 10.0, ""leg_sl"": 25.0, ""leg_tp"": 140.0, ""min_fv"": 60.0, ""min_bos"": 5.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",3.055,2.686,-1.0,2.686,293,0.83,130.9,0.4468,1.628,3.055,79.85,51.05,-13.92
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 20.0, ""big_sl"": 35.0, ""big_tp"": 130.0, ""std_sl"": 20.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 150.0, ""min_bos"": 10.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",3.055,2.765,-1.0,2.765,270,0.77,113.81,0.4215,1.609,3.055,64.43,49.38,-12.89
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 15.0, ""std_tp"": 30.0, ""leg_gap"": 10.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 80.0, ""min_bos"": 0.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",3.053,2.526,-1.0,2.526,293,0.83,109.42,0.3734,1.546,3.053,73.96,35.46,-14.42
