inst,params,fit0,nb0,robust0,fit1,nb1,robust1,fit2,nb2,robust2,fit3,nb3,robust3
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 240, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""with"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""mon"", ""big_thr"": 25, ""big_sl"": 35, ""big_tp"": 200, ""std_sl"": 35, ""std_tp"": 0, ""leg_gap"": 10, ""leg_sl"": 25, ""leg_tp"": 90, ""gap_min"": 20, ""be_at"": 0.5, ""partial"": 2.0, ""trail"": 2.0}",-99.0,-1.0,-99.0,0.966,0.785,0.785,0.68,0.683,0.68,-99.0,-1.0,-99.0
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 240, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""with"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 100, ""std_sl"": 15, ""std_tp"": 60, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 1.0, ""partial"": 2.0, ""trail"": 1.5}",0.796,0.223,0.223,-99.0,-1.0,-99.0,0.821,0.314,0.314,0.26,-0.09,-0.09
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 60, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""with"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 0, ""std_sl"": 35, ""std_tp"": 60, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""gap_min"": 20, ""be_at"": 0.5, ""partial"": 1.5, ""trail"": 0}",0.365,-0.07,-0.07,0.48,0.132,0.132,1.296,0.826,0.826,0.423,0.095,0.095
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""mid"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 30, ""big_tp"": 130, ""std_sl"": 35, ""std_tp"": 42, ""leg_gap"": 20, ""leg_sl"": 25, ""leg_tp"": 0, ""gap_min"": 100, ""be_at"": 0, ""partial"": 0, ""trail"": 1.5}",1.001,0.763,0.763,0.767,0.541,0.541,0.919,0.725,0.725,-99.0,-0.89,-99.0
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_low"", ""dow"": ""fri"", ""big_thr"": 25, ""big_sl"": 25, ""big_tp"": 80, ""std_sl"": 35, ""std_tp"": 42, ""leg_gap"": 20, ""leg_sl"": 25, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 1.5, ""trail"": 2.0}",0.537,0.393,0.393,0.876,0.64,0.64,-99.0,-0.428,-99.0,-99.0,-1.0,-99.0
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 100, ""std_sl"": 20, ""std_tp"": 60, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 20, ""be_at"": 0.5, ""partial"": 3.0, ""trail"": 0}",-99.0,-0.615,-99.0,0.098,-0.328,-0.328,0.259,-0.141,-0.141,0.777,0.112,0.112
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""with"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 25, ""big_sl"": 25, ""big_tp"": 130, ""std_sl"": 15, ""std_tp"": 60, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 1.5, ""trail"": 1.0}",0.625,0.003,0.003,-99.0,-1.0,-99.0,0.319,-0.183,-0.183,0.992,0.367,0.367
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 50, ""big_tp"": 150, ""std_sl"": 30, ""std_tp"": 50, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 20, ""be_at"": 1.5, ""partial"": 2.0, ""trail"": 1.0}",0.22,0.16,0.16,-99.0,-0.913,-99.0,0.56,0.478,0.478,0.783,0.547,0.547
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 20, ""big_sl"": 50, ""big_tp"": 150, ""std_sl"": 15, ""std_tp"": 50, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 100, ""be_at"": 0.5, ""partial"": 3.0, ""trail"": 1.0}",0.156,-0.158,-0.158,-99.0,-0.768,-99.0,0.031,-0.187,-0.187,0.63,0.204,0.204
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""mid"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 115, ""std_sl"": 30, ""std_tp"": 50, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 20, ""be_at"": 1.5, ""partial"": 1.5, ""trail"": 1.0}",0.784,0.322,0.322,0.175,-0.215,-0.215,1.112,0.653,0.653,0.523,0.129,0.129
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_low"", ""dow"": ""mon"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 0, ""std_sl"": 30, ""std_tp"": 50, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 0, ""be_at"": 0, ""partial"": 3.0, ""trail"": 0}",0.231,-0.049,-0.049,-99.0,-1.0,-99.0,1.218,0.751,0.751,0.166,-0.192,-0.192
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""fri"", ""big_thr"": 20, ""big_sl"": 35, ""big_tp"": 150, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 3.0, ""trail"": 2.0}",0.756,0.481,0.481,-99.0,-0.707,-99.0,-99.0,-0.763,-99.0,0.153,0.016,0.016
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""with"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 25, ""big_tp"": 200, ""std_sl"": 30, ""std_tp"": 30, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 0.5, ""partial"": 1.5, ""trail"": 3.0}",0.404,-0.402,-0.402,0.529,-0.144,-0.144,1.212,0.362,0.362,0.21,-0.016,-0.016
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 40, ""big_tp"": 0, ""std_sl"": 30, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 20, ""be_at"": 0.5, ""partial"": 0, ""trail"": 1.0}",0.392,0.072,0.072,0.621,0.375,0.375,1.305,1.042,1.042,-99.0,-0.799,-99.0
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""with"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 80, ""std_sl"": 20, ""std_tp"": 60, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 90, ""gap_min"": 20, ""be_at"": 1.5, ""partial"": 2.0, ""trail"": 1.0}",0.061,-0.448,-0.448,-99.0,-1.0,-99.0,-99.0,-0.886,-99.0,0.592,-0.002,-0.002
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""mon"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 200, ""std_sl"": 25, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 3.0, ""trail"": 1.5}",-99.0,-0.83,-99.0,0.738,-0.054,-0.054,1.21,0.348,0.348,-99.0,-0.886,-99.0
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""mon"", ""big_thr"": 15, ""big_sl"": 25, ""big_tp"": 100, ""std_sl"": 30, ""std_tp"": 80, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 20, ""be_at"": 1.5, ""partial"": 2.0, ""trail"": 3.0}",-99.0,-0.7,-99.0,0.305,0.048,0.048,1.21,0.792,0.792,-99.0,-1.0,-99.0
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""with"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 35, ""big_tp"": 150, ""std_sl"": 25, ""std_tp"": 80, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 20, ""be_at"": 1.0, ""partial"": 0, ""trail"": 1.5}",0.852,0.523,0.523,0.435,0.365,0.365,1.313,1.026,1.026,0.483,0.307,0.307
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 25, ""big_tp"": 115, ""std_sl"": 30, ""std_tp"": 50, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 0, ""be_at"": 0, ""partial"": 0, ""trail"": 3.0}",0.036,-0.193,-0.193,0.667,0.309,0.309,1.412,0.903,0.903,-99.0,-1.0,-99.0
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 30, ""big_tp"": 80, ""std_sl"": 20, ""std_tp"": 50, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 3.0, ""trail"": 2.0}",0.821,0.553,0.553,0.614,0.271,0.271,0.986,0.66,0.66,-99.0,-0.699,-99.0
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_low"", ""dow"": ""fri"", ""big_thr"": 25, ""big_sl"": 50, ""big_tp"": 80, ""std_sl"": 30, ""std_tp"": 80, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 50, ""be_at"": 0.5, ""partial"": 2.0, ""trail"": 1.0}",0.727,0.303,0.303,0.833,0.406,0.406,1.022,0.69,0.69,0.371,0.019,0.019
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""mid"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 30, ""big_tp"": 200, ""std_sl"": 30, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 0, ""trail"": 1.5}",0.723,0.463,0.463,-99.0,-0.912,-99.0,0.99,0.771,0.771,-99.0,-0.905,-99.0
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 130, ""std_sl"": 30, ""std_tp"": 30, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 0.5, ""partial"": 3.0, ""trail"": 1.0}",-99.0,-0.906,-99.0,-99.0,-0.861,-99.0,-99.0,-0.825,-99.0,0.568,-0.097,-0.097
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_low"", ""dow"": ""mon"", ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 130, ""std_sl"": 25, ""std_tp"": 50, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 2.0, ""trail"": 1.5}",1.339,0.841,0.841,0.57,0.237,0.237,1.641,1.248,1.248,0.219,0.011,0.011
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""with"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 25, ""big_tp"": 100, ""std_sl"": 30, ""std_tp"": 0, ""leg_gap"": 10, ""leg_sl"": 25, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 0, ""partial"": 3.0, ""trail"": 1.0}",0.936,0.587,0.587,0.556,0.247,0.247,1.449,0.763,0.763,0.945,0.394,0.394
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""fri"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 80, ""std_sl"": 30, ""std_tp"": 30, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 0, ""gap_min"": 100, ""be_at"": 0, ""partial"": 1.5, ""trail"": 2.0}",0.551,0.368,0.368,0.854,0.675,0.675,0.407,0.468,0.407,0.389,0.183,0.183
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 10, ""big_sl"": 30, ""big_tp"": 80, ""std_sl"": 35, ""std_tp"": 60, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 0, ""trail"": 2.0}",0.532,0.338,0.338,0.856,0.616,0.616,0.238,0.054,0.054,0.494,0.199,0.199
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 30, ""big_tp"": 80, ""std_sl"": 20, ""std_tp"": 0, ""leg_gap"": 10, ""leg_sl"": 25, ""leg_tp"": 90, ""gap_min"": 0, ""be_at"": 1.0, ""partial"": 2.0, ""trail"": 0}",0.532,-0.105,-0.105,0.94,0.358,0.358,0.975,0.426,0.426,0.312,-0.058,-0.058
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 30, ""big_tp"": 80, ""std_sl"": 35, ""std_tp"": 60, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 1.0, ""partial"": 3.0, ""trail"": 2.0}",0.732,0.449,0.449,0.857,0.348,0.348,1.345,1.024,1.024,0.632,0.115,0.115
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 30, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 80, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 0, ""partial"": 0, ""trail"": 2.0}",1.12,0.735,0.735,0.848,0.66,0.66,1.166,1.067,1.067,0.33,0.073,0.073
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""with"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 25, ""big_tp"": 0, ""std_sl"": 35, ""std_tp"": 30, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 20, ""be_at"": 0.5, ""partial"": 2.0, ""trail"": 2.0}",-99.0,-1.0,-99.0,0.446,0.043,0.043,0.233,0.055,0.055,1.073,0.763,0.763
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""mid"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 130, ""std_sl"": 35, ""std_tp"": 50, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 0.5, ""partial"": 3.0, ""trail"": 1.0}",0.775,0.596,0.596,1.05,0.814,0.814,0.84,0.645,0.645,0.342,0.228,0.228
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 15, ""big_sl"": 25, ""big_tp"": 60, ""std_sl"": 35, ""std_tp"": 0, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 1.0}",0.119,-0.13,-0.13,0.795,0.5,0.5,0.776,0.538,0.538,0.104,-0.249,-0.249
US30,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 30, ""big_tp"": 60, ""std_sl"": 30, ""std_tp"": 50, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 1.5, ""trail"": 2.0}",0.815,0.559,0.559,0.019,-0.273,-0.273,0.902,0.579,0.579,-99.0,-0.705,-99.0
US30,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""mon"", ""big_thr"": 10, ""big_sl"": 25, ""big_tp"": 100, ""std_sl"": 30, ""std_tp"": 42, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 90, ""gap_min"": 50, ""be_at"": 0, ""partial"": 3.0, ""trail"": 2.0}",0.509,0.279,0.279,0.478,0.054,0.054,1.526,1.106,1.106,-99.0,-0.916,-99.0
US30,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_low"", ""dow"": ""fri"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 115, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 0.5, ""partial"": 1.5, ""trail"": 1.0}",-99.0,-0.685,-99.0,-99.0,-0.749,-99.0,-99.0,-0.758,-99.0,0.695,0.254,0.254
US30,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 35, ""big_tp"": 0, ""std_sl"": 15, ""std_tp"": 42, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 60, ""gap_min"": 20, ""be_at"": 1.0, ""partial"": 1.5, ""trail"": 0}",-99.0,-1.0,-99.0,0.217,0.112,0.112,0.461,0.34,0.34,0.703,0.58,0.58
