track,inst,tag,sel_folds,robust_max,params,short_train0_days,short_train0_n,short_train0_Rday,short_train0_t,short_train0_maxDD,short_held0_days,short_held0_n,short_held0_Rday,short_held0_t,short_held0_maxDD,short_win_days,short_win_n,short_win_Rday,short_win_t,short_win_maxDD,final_days,final_n,final_Rday,final_t,final_maxDD,stress_days,stress_n,stress_Rday,stress_t,stress_maxDD,short_train1_days,short_train1_n,short_train1_Rday,short_train1_t,short_train1_maxDD,short_held1_days,short_held1_n,short_held1_Rday,short_held1_t,short_held1_maxDD,short_train2_days,short_train2_n,short_train2_Rday,short_train2_t,short_train2_maxDD,short_held2_days,short_held2_n,short_held2_Rday,short_held2_t,short_held2_maxDD,short_train3_days,short_train3_n,short_train3_Rday,short_train3_t,short_train3_maxDD,short_held3_days,short_held3_n,short_held3_Rday,short_held3_t,short_held3_maxDD,pre2024_Rday,since2024_Rday,R_2016,R_2017,R_2018,R_2019,R_2020,R_2021,R_2022,R_2023,R_2024,R_2025,R_2026,short_held0_pre_Rday,short_held0_post_Rday,short_held1_pre_Rday,short_held1_post_Rday,short_held2_pre_Rday,short_held2_post_Rday,short_held3_pre_Rday,short_held3_post_Rday,A0,A1,A2,A3,A_held,A_4folds,B_stress,C_final,ALL,AC
short,SPX500,S39,3,1.881,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 180, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.7, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 50, ""big_tp"": 80, ""std_sl"": 30, ""std_tp"": 60, ""leg_gap"": 10, ""leg_sl"": 25, ""leg_tp"": 60, ""gap_min"": 0, ""be_at"": 1.0, ""partial"": 2.0, ""trail"": 3.0}",352,127,0.1169,2.341,-9.29,91,20,-0.016,-0.322,-4.47,443,147,0.0896,2.182,-9.35,26,6,-0.1094,-0.942,-3.32,1364,377,0.0077,0.445,-20.33,348,118,0.0886,1.869,-11.48,95,29,0.093,1.156,-4.32,344,106,0.0575,1.323,-8.63,99,41,0.2012,1.934,-7.03,343,111,0.0899,2.102,-7.25,100,36,0.0885,0.823,-7.44,0.0064,0.056,-5.5,-7.9,5.3,0.9,-9.5,15.7,1.5,8.6,8.4,21.3,2.1,,-0.016,,0.093,,0.2012,,0.0885,False,True,True,True,True,3,True,False,False,False
short,SPX500,S40,3,1.544,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 25, ""big_tp"": 100, ""std_sl"": 25, ""std_tp"": 30, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 0, ""trail"": 3.0}",352,140,0.1169,1.718,-9.09,91,33,0.1416,1.036,-4.77,443,173,0.1219,2.002,-10.48,26,12,-0.1279,-0.511,-10.0,1364,502,-0.0923,-3.222,-126.82,348,137,0.0824,1.209,-11.28,95,36,0.2668,1.984,-7.18,344,129,0.1481,2.162,-9.15,99,44,0.0309,0.234,-10.36,343,133,0.1553,2.197,-12.16,100,40,0.0075,0.064,-12.02,-0.0865,0.0377,-11.4,-60.6,-16.7,-0.6,-13.0,-11.1,-2.4,-8.8,-19.5,37.0,2.5,,0.1416,,0.2668,,0.0309,,0.0075,True,True,False,False,False,2,False,False,False,False
short,SPX500,S41,3,1.524,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 999, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.7, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 80, ""std_sl"": 30, ""std_tp"": 60, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 0.5, ""partial"": 2.0, ""trail"": 2.0}",352,124,0.0649,1.653,-9.89,91,20,0.0077,0.165,-3.32,443,144,0.0532,1.627,-9.95,26,6,0.0074,0.1,-1.28,1364,376,0.0001,0.005,-20.44,348,115,0.0479,1.307,-12.08,95,29,0.0725,1.007,-4.32,344,104,0.027,0.797,-9.06,99,40,0.1443,1.671,-4.03,343,110,0.0673,1.82,-6.88,100,34,0.0047,0.068,-6.44,-0.0004,0.0221,-3.1,-8.2,4.3,-3.8,-7.3,7.2,-0.1,10.5,-1.7,14.3,1.3,,0.0077,,0.0725,,0.1443,,0.0047,False,True,True,False,False,2,False,True,False,False
short,SPX500,S42,3,2.175,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 50, ""big_tp"": 130, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 90, ""gap_min"": 20, ""be_at"": 0, ""partial"": 0, ""trail"": 2.0}",352,153,0.1381,2.597,-4.78,91,36,0.0241,0.218,-5.01,443,189,0.1147,2.388,-7.27,26,16,0.0139,0.06,-8.72,1364,542,0.0109,0.543,-20.68,348,148,0.0818,1.526,-9.25,95,41,0.235,2.204,-7.6,344,145,0.1189,2.177,-6.37,99,44,0.0998,0.993,-8.14,343,145,0.1027,1.902,-7.74,100,44,0.1557,1.489,-4.08,0.0099,0.0632,-2.4,-7.5,10.0,17.7,-17.5,10.4,2.5,1.2,12.0,16.1,11.4,,0.0241,,0.235,,0.0998,,0.1557,False,True,True,True,True,3,True,True,True,True
short,SPX500,LIVE_COMP,,,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,322,0.0567,0.564,-34.05,91,80,-0.2013,-1.237,-35.79,443,402,0.0037,0.043,-50.48,26,24,-0.1825,-0.565,-13.09,1364,1179,-0.0291,-0.808,-66.56,348,311,0.0377,0.377,-41.43,95,91,-0.121,-0.712,-19.91,344,313,-0.0694,-0.73,-65.05,99,89,0.2576,1.276,-18.57,343,313,-0.0151,-0.157,-52.25,100,89,0.0683,0.349,-14.52,-0.0326,-0.0358,-16.5,-16.3,-18.0,23.3,-41.0,12.7,2.1,6.6,-9.7,-17.9,0.7,,-0.2013,,-0.121,,0.2576,,0.0683,False,False,True,True,False,2,False,False,False,False
short,SPX500,LIVE_COMP+MA100,,,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",352,269,0.1235,1.295,-16.51,91,65,-0.0687,-0.447,-23.72,443,334,0.084,1.023,-23.62,26,24,-0.1825,-0.565,-13.09,1364,935,0.0027,0.086,-44.46,348,263,0.0896,0.945,-30.14,95,71,0.0635,0.393,-12.0,344,262,0.0425,0.467,-33.25,99,72,0.2284,1.222,-15.14,343,256,0.0661,0.73,-27.95,100,78,0.1454,0.767,-11.54,-0.0025,0.02,-19.6,-16.3,9.3,31.7,-37.3,15.0,3.2,10.4,-10.7,8.7,9.7,,-0.0687,,0.0635,,0.2284,,0.1454,False,True,True,True,False,3,True,False,False,False
short,UK100,S0,"0,1",0.165,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""pb"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 25, ""big_tp"": 0, ""std_sl"": 35, ""std_tp"": 42, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 0, ""partial"": 0, ""trail"": 0}",367,123,0.083,0.578,-24.67,92,21,-0.3169,-5.201,-27.89,459,144,0.0028,0.024,-35.0,23,7,-0.3902,-3.172,-7.67,201,57,-0.1483,-1.526,-39.65,357,109,0.0704,0.484,-26.19,102,35,-0.2339,-2.241,-28.24,358,103,-0.0704,-0.628,-46.82,101,41,0.2622,0.765,-23.66,357,116,-0.1358,-1.299,-77.81,102,28,0.4878,1.333,-18.41,-0.1483,-0.0495,,,,,,,,-29.8,-41.2,26.8,-26.1,,-0.3169,,-0.2339,,0.2622,,0.4878,False,False,True,True,False,2,False,False,False,False
short,UK100,S1,1,0.22,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 180, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 25, ""big_sl"": 50, ""big_tp"": 100, ""std_sl"": 20, ""std_tp"": 60, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 0, ""partial"": 2.0, ""trail"": 0}",367,120,-0.0497,-1.197,-27.06,92,31,0.1061,1.154,-5.1,459,151,-0.0184,-0.485,-23.46,23,9,-0.0782,-0.421,-3.6,201,70,-0.1532,-2.668,-32.59,357,112,0.0322,0.741,-13.03,102,39,-0.1957,-2.57,-21.27,358,122,-0.0481,-1.107,-25.63,101,29,0.0867,1.117,-3.6,357,114,-0.0133,-0.312,-20.03,102,37,-0.0365,-0.431,-13.63,-0.1532,-0.0614,,,,,,,,-30.8,-28.4,-13.4,0.9,,0.1061,,-0.1957,,0.0867,,-0.0365,True,False,True,False,False,2,False,False,False,False
short,UK100,S2,1,0.202,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 180, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""pb"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 20, ""big_sl"": 50, ""big_tp"": 100, ""std_sl"": 30, ""std_tp"": 30, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 0, ""trail"": 2.0}",367,112,-0.0139,-0.356,-26.25,92,25,-0.0267,-0.364,-8.51,459,137,-0.0165,-0.477,-30.24,23,4,-0.0785,-0.872,-2.97,201,74,-0.114,-2.048,-32.56,357,102,0.0372,0.931,-16.44,102,35,-0.2043,-3.146,-22.16,358,107,-0.0621,-1.674,-29.8,101,30,0.1453,1.735,-6.84,357,112,-0.0393,-0.993,-25.79,102,25,0.0634,0.907,-7.71,-0.114,-0.0491,,,,,,,,-22.9,-17.0,-15.7,-0.3,,-0.0267,,-0.2043,,0.1453,,0.0634,False,False,True,True,False,2,False,False,False,False
short,UK100,S3,1,0.025,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 180, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 0, ""std_sl"": 35, ""std_tp"": 80, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 20, ""be_at"": 1.5, ""partial"": 3.0, ""trail"": 1.0}",367,110,-0.0495,-1.412,-20.26,92,28,0.2035,2.191,-3.33,459,138,0.0012,0.035,-14.84,23,9,0.01,0.069,-2.12,201,58,-0.1397,-3.533,-28.09,357,103,0.0338,0.851,-8.77,102,35,-0.1131,-1.811,-13.13,358,112,-0.0054,-0.138,-14.86,101,26,0.0245,0.357,-2.86,357,103,0.0287,0.734,-11.13,102,35,-0.095,-1.402,-14.44,-0.1397,-0.0212,,,,,,,,-28.1,-17.8,-0.7,5.2,,0.2035,,-0.1131,,0.0245,,-0.095,True,False,True,False,False,2,False,True,False,False
short,UK100,S4,"1,3",0.045,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 180, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""skip_high"", ""dow"": ""fri"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 115, ""std_sl"": 35, ""std_tp"": 60, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 0, ""trail"": 3.0}",367,96,-0.0181,-0.383,-20.54,92,28,0.0679,0.716,-7.58,459,124,-0.0008,-0.02,-22.72,23,9,-0.3194,-1.641,-9.97,201,54,-0.2436,-5.099,-48.96,357,95,0.0368,0.773,-7.97,102,29,-0.1326,-1.473,-19.17,358,99,-0.0402,-0.869,-29.36,101,25,0.1387,1.407,-5.2,357,94,0.042,0.856,-11.65,102,30,-0.1508,-1.897,-17.89,-0.2436,-0.0328,,,,,,,,-49.0,-15.0,-8.2,-4.9,,0.0679,,-0.1326,,0.1387,,-0.1508,True,False,True,False,False,2,False,False,False,False
short,UK100,S5,2,0.342,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 120, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 25, ""big_sl"": 35, ""big_tp"": 200, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 90, ""gap_min"": 50, ""be_at"": 1.5, ""partial"": 3.0, ""trail"": 3.0}",367,104,0.0177,0.346,-18.68,92,22,-0.0502,-0.592,-14.04,459,126,0.004,0.092,-23.94,23,9,0.0414,0.145,-6.17,201,43,-0.0483,-0.842,-17.56,357,95,-0.0172,-0.358,-19.49,102,31,0.0784,0.743,-9.95,358,98,0.0406,0.772,-14.76,101,28,-0.1256,-1.713,-13.81,357,94,-0.0109,-0.221,-21.0,102,32,0.0562,0.564,-7.81,-0.0483,-0.03,,,,,,,,-9.7,-9.7,-12.0,3.6,,-0.0502,,0.0784,,-0.1256,,0.0562,False,True,False,True,False,2,False,True,False,False
short,UK100,S6,2,0.325,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""pb"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""mon"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 0, ""std_sl"": 30, ""std_tp"": 0, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 115, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 3.0, ""trail"": 0}",367,163,0.0384,0.326,-25.27,92,41,-0.0494,-0.339,-17.26,459,204,0.0208,0.211,-27.1,23,12,0.0752,0.324,-2.57,201,110,-0.0421,-0.406,-25.65,357,160,-0.0178,-0.198,-33.75,102,44,0.1558,0.497,-14.78,358,155,0.13,1.056,-17.11,101,49,-0.3662,-3.868,-40.72,357,155,-0.0153,-0.134,-35.19,102,49,0.1471,0.772,-12.82,-0.0421,-0.0359,,,,,,,,-8.5,-32.2,1.2,10.0,,-0.0494,,0.1558,,-0.3662,,0.1471,False,True,False,True,False,2,False,True,False,False
short,UK100,S7,2,0.234,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 999, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""pb"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""mon"", ""big_thr"": 20, ""big_sl"": 30, ""big_tp"": 0, ""std_sl"": 25, ""std_tp"": 60, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 50, ""be_at"": 0.5, ""partial"": 0, ""trail"": 0}",367,151,0.0679,0.329,-30.36,92,37,0.1795,0.675,-13.02,459,188,0.0902,0.52,-39.65,23,12,0.0097,0.044,-4.6,201,66,-0.1699,-3.457,-40.11,357,140,-0.0861,-0.909,-42.6,102,48,0.7074,1.006,-11.12,358,141,0.1904,0.861,-27.35,101,47,-0.2647,-3.389,-26.74,357,151,0.1421,0.661,-30.89,102,37,-0.0913,-0.438,-18.99,-0.1699,-0.0113,,,,,,,,-34.1,-56.8,68.4,-18.5,,0.1795,,0.7074,,-0.2647,,-0.0913,True,True,False,False,False,2,False,True,False,False
short,UK100,S8,2,0.076,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 180, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""pb"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""with"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 115, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 0}",367,102,-0.003,-0.074,-18.38,92,25,-0.0071,-0.09,-11.77,459,127,-0.0038,-0.106,-17.43,23,7,0.2953,1.605,-1.13,201,50,-0.0267,-0.506,-13.02,357,105,-0.0177,-0.425,-13.67,102,22,0.0448,0.609,-5.36,358,95,0.0246,0.597,-8.64,101,32,-0.1046,-1.362,-12.46,357,97,-0.0404,-1.038,-20.94,102,30,0.1242,1.386,-6.12,-0.0267,-0.0413,,,,,,,,-5.4,-24.8,-7.8,13.1,,-0.0071,,0.0448,,-0.1046,,0.1242,False,True,False,True,False,2,False,True,False,False
short,UK100,S9,3,0.718,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 60, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 200, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 50, ""be_at"": 1.0, ""partial"": 0, ""trail"": 3.0}",367,108,-0.0178,-0.349,-24.08,92,26,0.2019,1.536,-3.07,459,134,0.0262,0.537,-23.39,23,7,0.0544,0.246,-3.5,201,55,-0.1421,-2.749,-29.5,357,103,0.0227,0.418,-13.62,102,31,0.0384,0.352,-11.41,358,109,0.0366,0.63,-22.6,101,25,-0.0105,-0.127,-6.79,357,97,0.0807,1.4,-14.67,102,37,-0.1644,-1.952,-20.05,-0.1421,-0.0118,,,,,,,,-28.6,-13.0,-12.2,18.9,,0.2019,,0.0384,,-0.0105,,-0.1644,True,True,False,False,False,2,False,True,False,False
short,UK100,S10,3,0.423,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 90, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 130, ""std_sl"": 15, ""std_tp"": 42, ""leg_gap"": 10, ""leg_sl"": 25, ""leg_tp"": 0, ""gap_min"": 50, ""be_at"": 0, ""partial"": 0, ""trail"": 1.5}",367,133,-0.0041,-0.088,-17.19,92,38,0.077,0.744,-4.56,459,171,0.0121,0.282,-16.2,23,12,-0.0726,-0.387,-4.23,201,64,-0.1431,-2.912,-28.76,357,133,0.0057,0.123,-11.86,102,38,0.0347,0.326,-7.68,358,139,0.0156,0.313,-17.15,101,32,-0.0003,-0.004,-6.16,357,128,0.0523,1.022,-11.15,102,43,-0.1285,-1.812,-20.99,-0.1431,-0.0397,,,,,,,,-28.8,-23.5,-7.2,3.8,,0.077,,0.0347,,-0.0003,,-0.1285,True,True,False,False,False,2,False,False,False,False
short,UK100,S11,3,0.177,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 60, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 15, ""big_sl"": 50, ""big_tp"": 200, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 20, ""be_at"": 0, ""partial"": 0, ""trail"": 1.0}",367,123,-0.0295,-0.772,-22.9,92,40,0.1212,1.145,-4.19,459,163,0.0007,0.019,-15.08,23,10,-0.1216,-1.009,-4.28,201,62,-0.1451,-3.577,-29.87,357,123,0.0239,0.57,-9.31,102,40,-0.0804,-0.993,-16.81,358,132,-0.014,-0.326,-17.48,101,31,0.0528,0.699,-3.66,357,126,0.0243,0.551,-8.43,102,37,-0.0819,-1.266,-13.76,-0.1451,-0.0298,,,,,,,,-29.2,-18.2,-8.5,5.0,,0.1212,,-0.0804,,0.0528,,-0.0819,True,False,True,False,False,2,False,False,False,False
short,UK100,S12,3,0.162,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 999, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 200, ""std_sl"": 35, ""std_tp"": 60, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 0, ""trail"": 1.0}",367,102,-0.0276,-0.766,-12.17,92,25,0.1552,1.949,-2.73,459,127,0.009,0.273,-11.94,23,9,-0.0102,-0.078,-2.12,201,51,-0.1008,-2.369,-20.39,357,94,0.031,0.817,-8.95,102,33,-0.068,-1.013,-10.32,358,101,-0.0165,-0.461,-12.51,101,26,0.0997,1.243,-2.86,357,97,0.0477,1.199,-8.53,102,30,-0.1262,-2.46,-12.85,-0.1008,-0.017,,,,,,,,-20.3,-20.2,11.5,-2.3,,0.1552,,-0.068,,0.0997,,-0.1262,True,False,True,False,False,2,False,False,False,False
short,UK100,S13,3,0.147,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 90, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 130, ""std_sl"": 30, ""std_tp"": 50, ""leg_gap"": 10, ""leg_sl"": 25, ""leg_tp"": 60, ""gap_min"": 0, ""be_at"": 0.5, ""partial"": 0, ""trail"": 1.0}",367,115,-0.0298,-0.839,-19.38,92,32,0.1013,1.132,-2.6,459,147,-0.0035,-0.104,-13.0,23,10,-0.0866,-0.622,-2.99,201,56,-0.1331,-3.377,-26.76,357,110,0.0096,0.267,-8.29,102,37,-0.0492,-0.586,-15.93,358,116,-0.0168,-0.431,-17.63,101,31,0.0437,0.668,-4.66,357,114,0.0251,0.606,-8.47,102,33,-0.1034,-2.394,-11.02,-0.1331,-0.0179,,,,,,,,-26.8,-11.4,-2.5,0.4,,0.1013,,-0.0492,,0.0437,,-0.1034,True,False,True,False,False,2,False,False,False,False
short,UK100,S14,3,0.142,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 80, ""leg_gap"": 10, ""leg_sl"": 25, ""leg_tp"": 60, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 1.5}",367,127,-0.0144,-0.294,-20.57,92,31,0.0278,0.353,-4.02,459,158,-0.006,-0.141,-20.86,23,9,-0.089,-0.883,-3.41,201,65,-0.1868,-3.601,-39.03,357,118,-0.0266,-0.627,-21.55,102,40,0.0662,0.554,-9.69,358,123,-0.0118,-0.242,-21.19,101,35,0.0148,0.177,-5.78,357,121,0.0294,0.567,-14.59,102,37,-0.1297,-2.314,-15.29,-0.1868,-0.0314,,,,,,,,-37.6,-11.3,-13.5,2.8,,0.0278,,0.0662,,0.0148,,-0.1297,True,True,True,False,False,3,False,False,False,False
