session,params,fit,nb_mean,nb_min,robust,n,tpd,R,R_trade,pfR,t,R_h1,R_h2,maxDD
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""std"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 42.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 200.0, ""min_bos"": 5.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",2.847,2.766,1.794,2.766,760,2.17,170.65,0.2245,1.378,2.847,114.71,55.94,-33.54
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 0.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",2.846,2.223,-1.0,2.223,270,0.77,114.66,0.4246,1.566,2.846,63.86,50.79,-13.12
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 35.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 140.0, ""min_fv"": 40.0, ""min_bos"": 15.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",2.846,2.34,-1.0,2.34,288,0.82,119.45,0.4147,1.54,2.846,70.35,49.1,-15.86
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 0, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 20.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",2.846,2.321,-1.0,2.321,341,0.97,149.17,0.4374,1.571,2.846,102.46,46.71,-19.28
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 0, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 30.0, ""std_tp"": 42.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 60.0, ""min_bos"": 5.0, ""disp_pts"": 25.0, ""stack_gap"": 20.0}",2.846,2.366,-1.0,2.366,312,0.89,132.92,0.426,1.567,2.846,54.71,78.21,-29.19
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 0, ""big_thr"": 10.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 25.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",2.845,2.44,-1.0,2.44,359,1.02,124.05,0.3455,1.472,2.845,81.25,42.79,-21.28
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",2.845,2.522,-1.0,2.522,270,0.77,114.62,0.4245,1.566,2.845,63.86,50.76,-13.12
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 25.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 10.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 150.0, ""min_bos"": 15.0, ""disp_pts"": 25.0, ""stack_gap"": 15.0}",2.844,2.321,-1.0,2.321,250,0.71,88.61,0.3544,1.554,2.844,52.08,36.53,-9.82
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 100.0, ""min_bos"": 5.0, ""disp_pts"": 25.0, ""stack_gap"": 20.0}",2.844,2.547,-1.0,2.547,270,0.77,114.59,0.4244,1.565,2.844,63.84,50.75,-13.12
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 30.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 125.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",2.843,2.577,-1.0,2.577,252,0.72,132.68,0.5265,1.674,2.843,68.7,63.98,-13.31
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 60.0, ""min_bos"": 5.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",2.843,2.564,-1.0,2.564,285,0.81,98.86,0.3469,1.535,2.843,66.67,32.2,-12.54
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 15.0, ""stack_gap"": 20.0}",2.842,2.584,-1.0,2.584,253,0.72,112.19,0.4434,1.582,2.842,43.22,68.97,-14.6
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 35.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 60.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",2.842,2.79,2.141,2.79,285,0.81,112.31,0.3941,1.537,2.842,72.8,39.51,-15.94
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 30.0, ""std_tp"": 35.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 20.0, ""disp_pts"": 25.0, ""stack_gap"": 15.0}",2.841,2.324,-1.0,2.324,295,0.84,117.12,0.397,1.574,2.841,58.18,58.94,-17.44
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 20.0, ""std_tp"": 30.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 90.0, ""min_fv"": 125.0, ""min_bos"": 10.0, ""disp_pts"": 20.0, ""stack_gap"": 10.0}",2.841,2.74,1.653,2.74,229,0.65,120.3,0.5253,1.683,2.841,66.05,54.26,-12.54
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""std"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 25.0, ""leg_sl"": 45.0, ""leg_tp"": 60.0, ""min_fv"": 200.0, ""min_bos"": 10.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",2.841,2.232,-1.0,2.232,448,1.28,110.02,0.2456,1.442,2.841,82.67,27.36,-18.23
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 40.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 35.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 100.0, ""min_bos"": 15.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",2.84,2.566,-1.0,2.566,223,0.64,70.88,0.3178,1.521,2.84,46.86,24.02,-6.96
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 100.0, ""min_bos"": 15.0, ""disp_pts"": 20.0, ""stack_gap"": 15.0}",2.838,2.312,-1.0,2.312,267,0.76,126.44,0.4735,1.637,2.838,55.94,70.49,-13.08
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 50.0, ""big_tp"": 130.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 140.0, ""min_fv"": 125.0, ""min_bos"": 15.0, ""disp_pts"": 15.0, ""stack_gap"": 20.0}",2.838,2.105,-1.0,2.105,233,0.66,84.08,0.3609,1.606,2.838,50.89,33.19,-8.77
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 50.0, ""big_tp"": 115.0, ""std_sl"": 35.0, ""std_tp"": 60.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 150.0, ""min_bos"": 0.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",2.838,2.583,-1.0,2.583,247,0.7,77.04,0.3119,1.552,2.838,45.64,31.4,-9.19
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 25.0, ""big_sl"": 35.0, ""big_tp"": 130.0, ""std_sl"": 30.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 100.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",2.836,2.568,-1.0,2.568,250,0.71,100.66,0.4026,1.612,2.836,60.21,40.45,-12.37
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 20.0, ""std_tp"": 30.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 90.0, ""min_fv"": 60.0, ""min_bos"": 15.0, ""disp_pts"": 25.0, ""stack_gap"": 20.0}",2.836,2.543,-1.0,2.543,276,0.79,117.1,0.4243,1.566,2.836,64.15,52.95,-13.12
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 10.0, ""big_sl"": 35.0, ""big_tp"": 130.0, ""std_sl"": 35.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",2.834,2.517,-1.0,2.517,253,0.72,89.69,0.3545,1.531,2.834,49.73,39.95,-12.12
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""std"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 20.0}",2.834,2.287,-1.0,2.287,520,1.48,139.15,0.2676,1.404,2.834,86.08,53.06,-22.99
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 0, ""big_thr"": 15.0, ""big_sl"": 40.0, ""big_tp"": 130.0, ""std_sl"": 20.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 100.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",2.833,2.586,-1.0,2.586,304,0.87,102.2,0.3362,1.497,2.833,60.27,41.93,-10.39
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 20.0, ""std_tp"": 30.0, ""leg_gap"": 10.0, ""leg_sl"": 25.0, ""leg_tp"": 90.0, ""min_fv"": 40.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",2.832,2.166,-1.0,2.166,230,0.66,109.05,0.4741,1.633,2.832,53.19,55.87,-10.71
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 35.0, ""big_tp"": 80.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 25.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",2.831,2.82,2.621,2.82,229,0.65,71.42,0.3119,1.518,2.831,44.33,27.1,-9.75
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 20.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 60.0, ""min_fv"": 100.0, ""min_bos"": 0.0, ""disp_pts"": 25.0, ""stack_gap"": 10.0}",2.831,2.116,-1.0,2.116,267,0.76,96.22,0.3604,1.521,2.831,56.57,39.65,-15.11
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 35.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 100.0, ""min_bos"": 5.0, ""disp_pts"": 20.0, ""stack_gap"": 20.0}",2.83,2.562,-1.0,2.562,242,0.69,98.07,0.4053,1.578,2.83,56.48,41.59,-12.11
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 30.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 125.0, ""min_bos"": 10.0, ""disp_pts"": 15.0, ""stack_gap"": 20.0}",2.829,2.276,-1.0,2.276,270,0.77,107.66,0.3987,1.54,2.829,58.95,48.7,-13.9
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""std"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",2.829,2.522,-1.0,2.522,298,0.85,107.54,0.3609,1.509,2.829,75.68,31.86,-23.24
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 30.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 90.0, ""min_fv"": 80.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",2.829,2.491,-1.0,2.491,393,1.12,135.38,0.3445,1.457,2.829,61.7,73.68,-20.4
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 80.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 125.0, ""min_bos"": 5.0, ""disp_pts"": 20.0, ""stack_gap"": 10.0}",2.828,2.55,-1.0,2.55,250,0.71,91.7,0.3668,1.535,2.828,50.47,41.22,-12.91
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 15.0, ""std_tp"": 42.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 15.0, ""stack_gap"": 20.0}",2.828,2.59,-1.0,2.59,253,0.72,115.89,0.458,1.595,2.828,56.93,58.96,-11.92
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 10.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 200.0, ""min_bos"": 0.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",2.827,2.56,-1.0,2.56,261,0.74,124.67,0.4776,1.621,2.827,60.37,64.29,-18.92
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 0, ""big_thr"": 10.0, ""big_sl"": 40.0, ""big_tp"": 150.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 100.0, ""min_bos"": 0.0, ""disp_pts"": 25.0, ""stack_gap"": 10.0}",2.826,2.449,-1.0,2.449,316,0.9,116.04,0.3672,1.516,2.826,57.54,58.5,-11.57
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 0, ""big_thr"": 15.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 42.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 60.0, ""min_fv"": 150.0, ""min_bos"": 0.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",2.823,2.498,-1.0,2.498,316,0.9,101.87,0.3224,1.479,2.823,54.17,47.71,-15.62
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 200.0, ""min_bos"": 5.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",2.822,2.311,-1.0,2.311,292,0.83,105.77,0.3622,1.514,2.822,64.69,41.08,-16.45
